date,location,station,avg_temp,min_temp,max_temp,precipitation,humidity
2015-07-02,Pune,ST001,25.65,21.54,29.72,12.58,78
2015-07-03,Pune,ST001,26.12,21.14,33.01,13.29,82
2015-07-04,Pune,ST001,20.39,12.86,27.73,4.33,82
2015-07-05,Pune,ST001,22.11,16.44,27.7,4.32,75
2015-07-06,Pune,ST001,21.96,15.08,27.75,16.55,82
2015-07-07,Pune,ST001,21.44,13.77,28.85,19.41,82
2015-07-08,Pune,ST001,25.2,19.57,32.3,27.28,86
2015-07-09,Pune,ST001,22.81,18.05,27.96,7.42,94
2015-07-10,Pune,ST001,22.52,16.45,27.82,3.52,93
2015-07-11,Pune,ST001,18.56,10.92,25.27,3.22,79
2015-07-12,Pune,ST001,24.23,17.01,30.48,11.99,84
2015-07-13,Pune,ST001,19.97,15.7,24.62,9.6,84
2015-07-14,Pune,ST001,22.69,15.92,27.93,23.57,81
2015-07-15,Pune,ST001,23.04,16.75,30.64,15.62,75
2015-07-16,Pune,ST001,25.29,17.66,32.04,8.91,91
2015-07-17,Pune,ST001,19.28,14.79,27.22,12.36,73
2015-07-18,Pune,ST001,15.38,9.25,22.45,4.99,85
2015-07-19,Pune,ST001,22.3,14.78,30.07,12.07,91
2015-07-20,Pune,ST001,25.72,20.08,30.59,2.16,79
2015-07-21,Pune,ST001,24.36,18.43,31.44,19.35,77
2015-07-22,Pune,ST001,21.96,17.68,26.05,10.73,81
2015-07-23,Pune,ST001,20.29,15.18,26.98,19.4,93
2015-07-24,Pune,ST001,23.02,17.72,28.9,6.31,89
2015-07-25,Pune,ST001,18.98,11.2,24.36,15.81,94
2015-07-26,Pune,ST001,22.04,16.91,29.49,8.22,75
2015-07-27,Pune,ST001,21.98,16.14,29.4,9.35,94
2015-07-28,Pune,ST001,23.08,16.39,27.17,4.69,93
2015-07-29,Pune,ST001,26.69,22.04,33.13,9.52,88
2015-07-30,Pune,ST001,21.36,15.42,26.83,2.06,78
2015-07-31,Pune,ST001,19.26,12.3,24.92,18.95,71
2015-08-01,Pune,ST001,20.2,12.73,27.53,9.55,84
2015-08-02,Pune,ST001,16.25,9.74,21.49,3.22,94
2015-08-03,Pune,ST001,18.49,11.82,26.27,4.1,91
2015-08-04,Pune,ST001,19.0,14.5,23.72,29.22,94
2015-08-05,Pune,ST001,18.64,10.85,25.29,5.07,90
2015-08-06,Pune,ST001,20.01,15.48,26.7,11.53,82
2015-08-07,Pune,ST001,17.76,10.66,22.76,18.77,90
2015-08-08,Pune,ST001,21.92,16.86,27.22,11.5,92
2015-08-09,Pune,ST001,19.34,11.61,26.68,10.02,89
2015-08-10,Pune,ST001,19.22,12.34,26.26,9.26,77
2015-08-11,Pune,ST001,18.41,11.39,23.72,4.43,78
2015-08-12,Pune,ST001,19.37,14.49,25.5,3.57,94
2015-08-13,Pune,ST001,20.74,14.96,24.98,11.18,82
2015-08-14,Pune,ST001,16.91,10.44,21.75,5.82,85
2015-08-15,Pune,ST001,17.27,10.19,23.21,5.62,80
2015-08-16,Pune,ST001,17.95,13.54,22.3,11.59,89
2015-08-17,Pune,ST001,15.56,7.71,22.94,19.63,90
2015-08-18,Pune,ST001,16.63,9.07,23.5,5.61,93
2015-08-19,Pune,ST001,17.29,12.21,25.06,15.34,90
2015-08-20,Pune,ST001,20.17,12.88,26.94,4.69,74
2015-08-21,Pune,ST001,18.73,12.66,26.49,5.36,83
2015-08-22,Pune,ST001,18.49,12.64,24.71,9.65,76
2015-08-23,Pune,ST001,19.85,14.59,26.25,9.01,73
2015-08-24,Pune,ST001,17.59,11.27,25.5,12.84,86
2015-08-25,Pune,ST001,18.67,11.75,25.24,11.38,83
2015-08-26,Pune,ST001,17.5,11.86,21.63,11.69,90
2015-08-27,Pune,ST001,18.24,11.72,25.13,4.28,87
2015-08-28,Pune,ST001,16.29,9.5,23.91,20.23,82
2015-08-29,Pune,ST001,12.13,5.29,19.32,4.65,70
2015-08-30,Pune,ST001,17.13,12.92,23.47,7.89,70
2015-08-31,Pune,ST001,20.49,13.05,27.17,17.69,80
2015-09-01,Pune,ST001,19.33,13.49,27.29,16.51,72
2015-09-02,Pune,ST001,19.34,14.3,23.71,12.18,70
2015-09-03,Pune,ST001,19.88,14.91,26.54,13.26,91
2015-09-04,Pune,ST001,17.29,11.36,22.42,7.82,85
2015-09-05,Pune,ST001,17.47,9.92,24.03,12.94,93
2015-09-06,Pune,ST001,15.62,10.1,22.05,7.07,71
2015-09-07,Pune,ST001,16.22,9.22,20.84,9.84,91
2015-09-08,Pune,ST001,18.22,13.83,23.05,8.09,84
2015-09-09,Pune,ST001,19.46,13.56,25.95,5.6,83
2015-09-10,Pune,ST001,16.46,8.49,20.97,5.06,70
2015-09-11,Pune,ST001,15.73,8.64,20.79,23.04,82
2015-09-12,Pune,ST001,16.67,11.83,24.01,14.65,88
2015-09-13,Pune,ST001,17.95,11.94,23.26,7.07,76
2015-09-14,Pune,ST001,13.41,8.48,19.36,4.45,82
2015-09-15,Pune,ST001,11.5,5.86,19.26,9.27,83
2015-09-16,Pune,ST001,15.3,8.18,20.21,28.85,82
2015-09-17,Pune,ST001,13.79,6.71,19.35,35.37,82
2015-09-18,Pune,ST001,15.33,10.42,21.76,9.04,74
2015-09-19,Pune,ST001,16.09,8.4,23.11,6.2,73
2015-09-20,Pune,ST001,15.39,9.02,23.0,14.25,87
2015-09-21,Pune,ST001,19.56,14.04,27.22,5.01,80
2015-09-22,Pune,ST001,17.06,11.06,24.17,2.66,72
2015-09-23,Pune,ST001,16.99,10.57,21.9,5.34,72
2015-09-24,Pune,ST001,17.68,11.44,21.77,3.07,77
2015-09-25,Pune,ST001,13.79,7.84,19.32,3.77,92
2015-09-26,Pune,ST001,18.56,12.55,23.13,15.69,83
2015-09-27,Pune,ST001,16.1,11.4,22.94,2.81,86
2015-09-28,Pune,ST001,17.74,10.48,24.38,17.15,92
2015-09-29,Pune,ST001,13.9,7.73,18.07,8.99,71
2015-09-30,Pune,ST001,12.83,8.31,20.18,13.98,74
2015-10-01,Pune,ST001,18.05,10.98,23.04,3.5,55
2015-10-02,Pune,ST001,17.08,9.35,22.81,0.59,62
2015-10-03,Pune,ST001,14.27,6.48,20.94,0.16,55
2015-10-04,Pune,ST001,14.35,8.87,20.07,0.53,46
2015-10-05,Pune,ST001,18.75,14.2,24.51,0.18,47
2015-10-06,Pune,ST001,13.66,7.59,17.93,0.98,54
2015-10-07,Pune,ST001,19.91,15.46,25.51,0.47,58
2015-10-08,Pune,ST001,14.33,6.59,21.39,0.04,42
2015-10-09,Pune,ST001,17.73,13.0,25.39,1.18,47
2015-10-10,Pune,ST001,15.62,10.61,21.28,4.24,53
2015-10-11,Pune,ST001,17.7,12.07,23.39,0.79,47
2015-10-12,Pune,ST001,15.2,9.66,22.01,0.21,61
2015-10-13,Pune,ST001,16.06,8.88,23.83,1.07,42
2015-10-14,Pune,ST001,16.54,10.72,21.61,2.01,43
2015-10-15,Pune,ST001,14.28,9.6,20.04,1.97,54
2015-10-16,Pune,ST001,18.15,13.08,25.33,1.21,59
2015-10-17,Pune,ST001,15.42,9.39,21.86,0.19,64
2015-10-18,Pune,ST001,16.09,11.5,20.53,1.17,56
2015-10-19,Pune,ST001,14.45,8.0,20.96,0.25,57
2015-10-20,Pune,ST001,11.04,4.78,15.79,0.95,51
2015-10-21,Pune,ST001,16.3,9.44,22.34,1.36,56
2015-10-22,Pune,ST001,22.08,14.33,28.19,0.6,50
2015-10-23,Pune,ST001,18.55,10.9,26.05,1.44,52
2015-10-24,Pune,ST001,16.83,9.04,22.68,0.42,62
2015-10-25,Pune,ST001,16.35,11.37,21.47,3.52,42
2015-10-26,Pune,ST001,17.03,12.51,21.96,1.44,40
2015-10-27,Pune,ST001,18.24,13.04,25.74,0.53,63
2015-10-28,Pune,ST001,14.5,6.92,19.19,1.94,52
2015-10-29,Pune,ST001,19.62,11.73,25.32,0.62,46
2015-10-30,Pune,ST001,18.8,11.37,23.55,2.36,53
2015-10-31,Pune,ST001,18.88,14.44,25.97,0.34,60
2015-11-01,Pune,ST001,18.33,10.54,24.23,1.62,48
2015-11-02,Pune,ST001,17.48,11.79,22.88,1.58,44
2015-11-03,Pune,ST001,18.99,14.95,24.43,0.91,53
2015-11-04,Pune,ST001,18.89,13.12,26.3,1.34,47
2015-11-05,Pune,ST001,16.88,12.7,23.1,0.88,53
2015-11-06,Pune,ST001,16.48,10.3,23.35,3.03,48
2015-11-07,Pune,ST001,18.05,12.69,25.63,40.112502914162796,48
2015-11-08,Pune,ST001,21.31,15.42,28.92,1.31,56
2015-11-09,Pune,ST001,15.26,8.81,20.58,2.11,61
2015-11-10,Pune,ST001,14.85,7.37,22.66,1.59,41
2015-11-11,Pune,ST001,18.53,11.88,22.63,0.81,59
2015-11-12,Pune,ST001,18.37,12.63,23.87,1.73,40
2015-11-13,Pune,ST001,18.73,11.45,26.31,0.46,61
2015-11-14,Pune,ST001,18.98,11.35,24.08,1.5,57
2015-11-15,Pune,ST001,18.04,13.57,23.14,0.59,58
2015-11-16,Pune,ST001,21.91,15.78,27.12,1.26,52
2015-11-17,Pune,ST001,15.21,10.07,21.66,2.27,61
2015-11-18,Pune,ST001,17.01,12.82,22.76,1.84,56
2015-11-19,Pune,ST001,18.71,12.03,25.61,0.33,46
2015-11-20,Pune,ST001,15.42,7.97,23.0,1.88,50
2015-11-21,Pune,ST001,18.76,14.1,25.45,1.9,52
2015-11-22,Pune,ST001,22.9,15.66,27.72,0.85,59
2015-11-23,Pune,ST001,19.4,11.99,27.13,3.18,46
2015-11-24,Pune,ST001,19.97,12.32,25.03,0.6,49
2015-11-25,Pune,ST001,16.81,11.74,21.41,0.3,47
2015-11-26,Pune,ST001,18.33,10.72,22.69,5.19,56
2015-11-27,Pune,ST001,18.98,13.7,25.23,0.13,49
2015-11-28,Pune,ST001,19.22,13.01,23.68,0.24,41
2015-11-29,Pune,ST001,22.86,18.65,27.41,0.95,49
2015-11-30,Pune,ST001,21.38,17.2,26.58,3.23,54
2015-12-01,Pune,ST001,17.83,10.95,22.95,1.09,62
2015-12-02,Pune,ST001,20.93,15.16,27.35,1.62,46
2015-12-03,Pune,ST001,21.61,16.58,28.88,2.97,50
2015-12-04,Pune,ST001,23.14,18.38,30.19,0.05,48
2015-12-05,Pune,ST001,24.24,17.56,29.29,0.06,55
2015-12-06,Pune,ST001,18.65,14.65,23.63,1.05,43
2015-12-07,Pune,ST001,19.22,12.0,27.09,1.72,53
2015-12-08,Pune,ST001,18.37,14.05,22.4,2.32,56
2015-12-09,Pune,ST001,20.75,15.98,28.27,1.76,53
2015-12-10,Pune,ST001,22.42,16.87,27.22,1.89,40
2015-12-11,Pune,ST001,23.69,17.75,31.48,0.69,52
2015-12-12,Pune,ST001,21.48,16.06,26.85,1.81,50
2015-12-13,Pune,ST001,21.08,15.79,26.84,0.9,52
2015-12-14,Pune,ST001,22.24,14.39,29.07,0.57,58
2015-12-15,Pune,ST001,20.21,13.64,26.56,0.22,60
2015-12-16,Pune,ST001,26.77,22.68,32.04,2.39,43
2015-12-17,Pune,ST001,18.77,13.05,24.99,2.99,50
2015-12-18,Pune,ST001,22.85,15.35,29.77,0.57,41
2015-12-19,Pune,ST001,27.03,21.82,31.2,1.09,55
2015-12-20,Pune,ST001,22.73,18.35,26.77,1.95,50
2015-12-21,Pune,ST001,22.43,15.4,28.26,0.06,58
2015-12-22,Pune,ST001,22.2,15.77,26.72,0.01,45
2015-12-23,Pune,ST001,22.72,16.44,29.38,2.94,43
2015-12-24,Pune,ST001,26.28,22.06,31.13,0.34,57
2015-12-25,Pune,ST001,18.53,13.96,24.26,0.58,57
2015-12-26,Pune,ST001,26.9,20.41,31.69,1.66,57
2015-12-27,Pune,ST001,20.53,15.7,26.73,0.14,47
2015-12-28,Pune,ST001,23.22,17.2,27.68,0.32,64
2015-12-29,Pune,ST001,23.0,16.82,27.09,3.31,61
2015-12-30,Pune,ST001,25.37,20.24,29.58,0.69,62
2015-12-31,Pune,ST001,20.7,12.91,28.52,0.03,53
2016-01-01,Pune,ST001,25.45,18.08,30.02,3.0,46
2016-01-02,Pune,ST001,29.03,22.14,35.86,3.43,53
2016-01-03,Pune,ST001,21.71,17.4,25.99,0.89,40
2016-01-04,Pune,ST001,25.27,20.84,29.7,0.01,42
2016-01-05,Pune,ST001,23.53,17.56,29.57,0.52,61
2016-01-06,Pune,ST001,26.06,21.42,31.92,2.06,50
2016-01-07,Pune,ST001,31.615311988440805,17.39,33.11,3.44,52
2016-01-08,Pune,ST001,23.99,19.35,31.77,2.64,53
2016-01-09,Pune,ST001,26.61,20.66,33.73,1.02,48
2016-01-10,Pune,ST001,29.64,24.18,36.05,1.24,54
2016-01-11,Pune,ST001,25.38,18.83,31.2,1.55,57
2016-01-12,Pune,ST001,27.52,23.01,32.95,0.17,48
2016-01-13,Pune,ST001,23.23,17.51,31.02,0.94,55
2016-01-14,Pune,ST001,24.1,19.01,30.52,1.05,50
2016-01-15,Pune,ST001,27.38,19.83,33.7,1.42,58
2016-01-16,Pune,ST001,29.74,25.58,34.67,1.29,41
2016-01-17,Pune,ST001,27.39,19.73,31.58,2.23,46
2016-01-18,Pune,ST001,26.05,18.72,33.83,1.05,61
2016-01-19,Pune,ST001,26.87,21.68,32.12,0.59,54
2016-01-20,Pune,ST001,24.25,17.09,30.02,0.49,61
2016-01-21,Pune,ST001,28.46,24.33,32.92,0.23,57
2016-01-22,Pune,ST001,29.2,21.33,36.54,1.11,44
2016-01-23,Pune,ST001,26.39,20.28,30.5,31.304471086429125,47
2016-01-24,Pune,ST001,26.48,21.26,33.81,1.5,54
2016-01-25,Pune,ST001,28.22,22.77,32.78,1.26,42
2016-01-26,Pune,ST001,26.8,22.53,34.35,0.11,51
2016-01-27,Pune,ST001,27.74,19.78,34.66,2.91,61
2016-01-28,Pune,ST001,32.63,28.47,37.28,2.68,58
2016-01-29,Pune,ST001,27.58,20.96,33.85,5.52,50
2016-01-30,Pune,ST001,27.46,21.69,32.71,1.04,62
2016-01-31,Pune,ST001,26.94,19.15,31.66,0.22,52
2016-02-01,Pune,ST001,30.12,25.14,37.56,0.38,41
2016-02-02,Pune,ST001,28.2,22.07,33.82,0.34,44
2016-02-03,Pune,ST001,27.29,21.36,32.88,0.99,44
2016-02-04,Pune,ST001,31.74,24.93,36.42,0.45,63
2016-02-05,Pune,ST001,32.07,27.79,37.6,0.12,41
2016-02-06,Pune,ST001,27.73,22.96,35.22,0.71,52
2016-02-07,Pune,ST001,25.06,20.2,30.51,3.92,46
2016-02-08,Pune,ST001,31.49,24.54,39.3,1.58,49
2016-02-09,Pune,ST001,27.87,23.12,35.66,0.51,53
2016-02-10,Pune,ST001,31.23,24.93,35.81,0.28,60
2016-02-11,Pune,ST001,25.26,20.39,29.97,0.82,53
2016-02-12,Pune,ST001,31.66,24.21,39.11,0.84,43
2016-02-13,Pune,ST001,27.13,19.36,32.7,1.76,42
2016-02-14,Pune,ST001,31.5,25.43,35.52,2.3,55
2016-02-15,Pune,ST001,30.02,24.61,35.12,0.18,45
2016-02-16,Pune,ST001,27.99,23.05,34.38,0.65,44
2016-02-17,Pune,ST001,29.28,25.09,36.48,5.82,51
2016-02-18,Pune,ST001,31.78,26.71,36.32,2.03,56
2016-02-19,Pune,ST001,30.6,23.98,35.04,0.57,52
2016-02-20,Pune,ST001,31.74,25.6,39.43,2.47,59
2016-02-21,Pune,ST001,34.89,27.11,41.89,0.26,56
2016-02-22,Pune,ST001,27.18,21.6,33.54,0.37,61
2016-02-23,Pune,ST001,34.27,27.49,41.34,0.42,62
2016-02-24,Pune,ST001,31.02,25.06,36.73,0.58,50
2016-02-25,Pune,ST001,28.89,22.84,35.93,1.05,45
2016-02-26,Pune,ST001,28.02,22.95,33.51,0.19,47
2016-02-27,Pune,ST001,30.61,24.79,35.58,3.57,55
2016-02-28,Pune,ST001,33.12,27.24,40.04,0.3,52
2016-02-29,Pune,ST001,30.89,24.06,36.57,2.41,58
2016-03-01,Pune,ST001,34.56,26.8,42.49,0.24,47
2016-03-02,Pune,ST001,28.11,22.79,33.51,0.5,34
2016-03-03,Pune,ST001,31.34,27.17,39.03,0.75,35
2016-03-04,Pune,ST001,28.68,22.69,36.41,2.26,33
2016-03-05,Pune,ST001,32.29,26.12,37.26,0.27,30
2016-03-06,Pune,ST001,33.5,28.83,40.7,0.04,32
2016-03-07,Pune,ST001,30.68,23.64,36.42,2.27,54
2016-03-08,Pune,ST001,25.94,18.0,33.61,0.25,50
2016-03-09,Pune,ST001,32.16,24.37,37.96,0.34,41
2016-03-10,Pune,ST001,32.73,27.94,39.71,1.08,41
2016-03-11,Pune,ST001,32.71,25.2,38.57,3.08,45
2016-03-12,Pune,ST001,34.58,27.76,39.49,0.52,47
2016-03-13,Pune,ST001,29.55,23.73,34.35,0.18,45
2016-03-14,Pune,ST001,33.44,27.28,39.15,2.6,49
2016-03-15,Pune,ST001,34.61,27.21,41.63,0.62,49
2016-03-16,Pune,ST001,28.11,22.19,34.53,3.56,42
2016-03-17,Pune,ST001,32.76,27.27,39.52,0.03,41
2016-03-18,Pune,ST001,30.98,25.01,36.11,0.2,36
2016-03-19,Pune,ST001,31.94,25.63,37.87,0.48,37
2016-03-20,Pune,ST001,32.91,28.16,37.09,1.75,31
2016-03-21,Pune,ST001,31.1,23.5,38.37,0.38,50
2016-03-22,Pune,ST001,30.71,24.01,38.67,1.37,35
2016-03-23,Pune,ST001,32.29,25.76,37.92,0.05,33
2016-03-24,Pune,ST001,29.84,25.45,33.89,0.17,43
2016-03-25,Pune,ST001,29.86,23.45,34.54,1.73,46
2016-03-26,Pune,ST001,33.76,29.28,40.37,1.83,34
2016-03-27,Pune,ST001,29.75,25.44,36.2,2.27,33
2016-03-28,Pune,ST001,33.75,27.64,40.9,0.59,40
2016-03-29,Pune,ST001,33.31,27.7,38.33,0.62,48
2016-03-30,Pune,ST001,28.5,22.15,35.56,0.27,37
2016-03-31,Pune,ST001,30.81,26.45,37.56,0.48,34
2016-04-01,Pune,ST001,34.93,29.2,40.22,2.84,38
2016-04-02,Pune,ST001,30.14,25.44,36.32,0.96,34
2016-04-03,Pune,ST001,31.27,23.32,35.86,0.05,54
2016-04-04,Pune,ST001,33.3,27.06,39.11,0.48,45
2016-04-05,Pune,ST001,34.0,27.25,41.52,3.53,41
2016-04-06,Pune,ST001,31.71,26.41,37.39,1.03,36
2016-04-07,Pune,ST001,30.93,26.55,38.29,0.82,47
2016-04-08,Pune,ST001,35.36,27.46,41.72,4.0,49
2016-04-09,Pune,ST001,36.04,30.89,40.8,0.34,44
2016-04-10,Pune,ST001,34.34,28.65,40.67,0.8,33
2016-04-11,Pune,ST001,32.35,25.75,38.38,2.56,45
2016-04-12,Pune,ST001,30.36,26.26,35.96,1.26,44
2016-04-13,Pune,ST001,30.28,23.04,34.76,0.75,52
2016-04-14,Pune,ST001,33.23,27.08,38.9,3.18,45
2016-04-15,Pune,ST001,32.97,27.85,37.26,0.95,40
2016-04-16,Pune,ST001,35.09,30.85,39.49,0.11,37
2016-04-17,Pune,ST001,33.4,28.75,39.07,1.03,51
2016-04-18,Pune,ST001,28.63,21.05,33.85,0.9,30
2016-04-19,Pune,ST001,34.2,27.46,41.91,0.13,36
2016-04-20,Pune,ST001,29.65,24.65,35.15,0.14,54
2016-04-21,Pune,ST001,30.95,26.69,37.99,0.02,48
2016-04-22,Pune,ST001,32.3,25.54,38.42,1.02,46
2016-04-23,Pune,ST001,36.09,29.8,42.91,1.57,43
2016-04-24,Pune,ST001,38.49,32.87,43.53,1.57,52
2016-04-25,Pune,ST001,32.92,27.47,40.69,0.27,41
2016-04-26,Pune,ST001,31.13,26.26,37.25,1.31,45
2016-04-27,Pune,ST001,32.65,25.97,39.97,0.61,33
2016-04-28,Pune,ST001,33.36,25.48,38.82,0.05,37
2016-04-29,Pune,ST001,30.64,25.94,35.04,0.63,40
2016-04-30,Pune,ST001,35.23,28.84,41.92,0.32,51
2016-05-01,Pune,ST001,31.72,26.02,35.75,0.52,49
2016-05-02,Pune,ST001,32.24,26.45,38.14,2.52,51
2016-05-03,Pune,ST001,32.53,27.52,37.3,1.33,50
2016-05-04,Pune,ST001,31.92,24.62,38.43,0.85,35
2016-05-05,Pune,ST001,32.76,26.82,40.68,0.6,48
2016-05-06,Pune,ST001,29.48,23.31,35.34,1.25,48
2016-05-07,Pune,ST001,29.53,24.31,36.8,1.32,42
2016-05-08,Pune,ST001,28.26,23.53,34.29,1.04,34
2016-05-09,Pune,ST001,31.56,27.22,37.54,3.88,40
2016-05-10,Pune,ST001,32.22,25.36,39.94,0.39,31
2016-05-11,Pune,ST001,31.43,26.64,38.99,0.19,44
2016-05-12,Pune,ST001,34.01,27.25,41.16,1.39,50
2016-05-13,Pune,ST001,30.23,24.66,35.41,2.01,44
2016-05-14,Pune,ST001,31.62,25.95,37.8,1.59,34
2016-05-15,Pune,ST001,27.65,21.77,32.54,0.75,32
2016-05-16,Pune,ST001,29.1,23.63,34.88,0.55,44
2016-05-17,Pune,ST001,31.39,26.98,37.32,1.27,35
2016-05-18,Pune,ST001,31.62,26.39,38.95,,35
2016-05-19,Pune,ST001,29.01,22.35,36.59,1.67,32
2016-05-20,Pune,ST001,29.39,22.73,35.05,0.14,38
2016-05-21,Pune,ST001,26.11,20.96,30.18,0.4,51
2016-05-22,Pune,ST001,28.56,22.71,36.0,0.98,47
2016-05-23,Pune,ST001,31.19,26.42,35.89,0.52,54
2016-05-24,Pune,ST001,30.39,25.55,36.88,4.82,39
2016-05-25,Pune,ST001,30.11,26.02,34.21,1.89,54
2016-05-26,Pune,ST001,29.01,21.42,34.61,0.35,34
2016-05-27,Pune,ST001,28.8,23.96,36.75,0.53,30
2016-05-28,Pune,ST001,27.22,22.31,31.62,0.68,31
2016-05-29,Pune,ST001,30.1,24.98,35.79,0.91,45
2016-05-30,Pune,ST001,29.37,24.86,34.6,0.45,31
2016-05-31,Pune,ST001,29.4,22.85,37.03,2.98,52
2016-06-01,Pune,ST001,27.05,22.74,34.52,18.64,84
2016-06-02,Pune,ST001,23.34,18.81,28.3,16.87,81
2016-06-03,Pune,ST001,30.37,23.79,34.7,6.61,93
2016-06-04,Pune,ST001,26.78,21.43,33.29,12.95,81
2016-06-05,Pune,ST001,25.82,18.98,31.16,23.93,82
2016-06-06,Pune,ST001,29.11,22.88,35.8,9.27,76
2016-06-07,Pune,ST001,26.6,21.58,30.73,5.88,82
2016-06-08,Pune,ST001,29.67,23.06,34.2,22.98,78
2016-06-09,Pune,ST001,28.57,24.1,35.31,19.18,84
2016-06-10,Pune,ST001,28.58,22.44,33.43,16.79,76
2016-06-11,Pune,ST001,23.94,18.2,31.38,17.8,91
2016-06-12,Pune,ST001,29.49,24.41,33.72,13.44,90
2016-06-13,Pune,ST001,27.26,20.85,32.13,7.09,90
2016-06-14,Pune,ST001,25.74,18.26,33.74,17.7,71
2016-06-15,Pune,ST001,26.74,18.74,32.47,1.91,77
2016-06-16,Pune,ST001,22.38,15.95,29.2,15.63,84
2016-06-17,Pune,ST001,27.06,21.44,31.79,13.94,91
2016-06-18,Pune,ST001,23.76,18.86,30.2,3.78,90
2016-06-19,Pune,ST001,22.91,17.88,29.82,6.32,86
2016-06-20,Pune,ST001,22.4,16.49,27.66,1.83,74
2016-06-21,Pune,ST001,28.07,22.6,35.38,14.63,70
2016-06-22,Pune,ST001,24.1,16.44,30.51,10.99,87
2016-06-23,Pune,ST001,28.72,23.25,34.28,22.68,78
2016-06-24,Pune,ST001,24.03,18.54,30.26,17.8,94
2016-06-25,Pune,ST001,21.32,15.78,27.62,10.91,93
2016-06-26,Pune,ST001,22.48,15.13,27.14,10.0,72
2016-06-27,Pune,ST001,27.52,20.91,33.13,17.29,71
2016-06-28,Pune,ST001,24.32,17.86,29.69,2.83,78
2016-06-29,Pune,ST001,23.32,17.98,28.92,14.88,82
2016-06-30,Pune,ST001,24.74,17.47,31.78,7.95,89
2016-07-01,Pune,ST001,25.35,21.2,31.28,7.32,76
2016-07-02,Pune,ST001,26.57,19.09,34.33,19.27,70
2016-07-03,Pune,ST001,27.16,21.11,32.33,8.76,72
2016-07-04,Pune,ST001,23.04,17.45,28.71,17.3,76
2016-07-05,Pune,ST001,20.78,14.79,27.93,12.32,93
2016-07-06,Pune,ST001,22.65,15.98,28.84,11.02,74
2016-07-07,Pune,ST001,24.0,19.95,30.19,2.97,73
2016-07-08,Pune,ST001,21.17,13.68,25.38,6.58,87
2016-07-09,Pune,ST001,21.05,15.26,26.64,11.3,83
2016-07-10,Pune,ST001,23.77,18.4,28.85,13.18,73
2016-07-11,Pune,ST001,22.77,18.22,30.77,2.08,70
2016-07-12,Pune,ST001,22.82,17.06,28.05,5.78,73
2016-07-13,Pune,ST001,20.94,14.96,28.48,12.9,88
2016-07-14,Pune,ST001,21.97,16.35,28.67,10.6,74
2016-07-15,Pune,ST001,20.31,13.59,25.67,24.58,82
2016-07-16,Pune,ST001,24.17,18.48,30.34,12.64,92
2016-07-17,Pune,ST001,24.35,16.51,31.72,21.41,87
2016-07-18,Pune,ST001,17.88,11.49,25.42,11.3,88
2016-07-19,Pune,ST001,19.77,12.54,24.41,11.92,83
2016-07-20,Pune,ST001,18.39,13.95,23.75,11.81,94
2016-07-21,Pune,ST001,20.12,14.53,25.46,3.18,82
2016-07-22,Pune,ST001,21.24,15.89,25.41,2.58,70
2016-07-23,Pune,ST001,18.11,11.83,24.5,5.04,72
2016-07-24,Pune,ST001,19.14,11.7,26.56,15.01,71
2016-07-25,Pune,ST001,18.83,14.52,24.36,14.45,80
2016-07-26,Pune,ST001,21.37,17.08,28.33,1.61,73
2016-07-27,Pune,ST001,20.95,13.54,27.46,2.1,89
2016-07-28,Pune,ST001,19.08,14.23,24.59,5.61,86
2016-07-29,Pune,ST001,20.94,14.26,25.5,9.1,90
2016-07-30,Pune,ST001,19.22,13.05,26.06,14.24,85
2016-07-31,Pune,ST001,19.71,12.38,27.13,7.42,79
2016-08-01,Pune,ST001,23.87,19.37,30.61,8.55,72
2016-08-02,Pune,ST001,23.02,18.5,27.09,5.5,79
2016-08-03,Pune,ST001,17.1,10.87,21.96,1.57,70
2016-08-04,Pune,ST001,21.67,13.88,25.94,8.89,91
2016-08-05,Pune,ST001,21.51,15.85,27.79,16.18,83
2016-08-06,Pune,ST001,17.09,11.78,24.11,5.74,80
2016-08-07,Pune,ST001,21.3,14.88,25.75,5.43,71
2016-08-08,Pune,ST001,22.78,15.06,30.13,21.01,79
2016-08-09,Pune,ST001,16.82,9.47,23.04,2.69,81
2016-08-10,Pune,ST001,17.16,9.18,23.92,10.96,88
2016-08-11,Pune,ST001,21.31,17.22,29.2,9.0,85
2016-08-12,Pune,ST001,19.57,15.12,23.9,18.37,73
2016-08-13,Pune,ST001,20.08,13.64,27.69,3.57,70
2016-08-14,Pune,ST001,19.52,12.24,24.02,7.32,78
2016-08-15,Pune,ST001,19.53,14.39,25.1,15.33,70
2016-08-16,Pune,ST001,15.66,10.7,23.06,3.09,77
2016-08-17,Pune,ST001,20.78,13.63,28.41,37.35243901069872,86
2016-08-18,Pune,ST001,20.96,16.73,26.98,13.63,72
2016-08-19,Pune,ST001,17.79,12.31,24.16,6.48,89
2016-08-20,Pune,ST001,18.11,12.08,24.94,8.94,87
2016-08-21,Pune,ST001,14.75,8.51,22.08,2.96,85
2016-08-22,Pune,ST001,19.16,12.25,23.65,9.52,74
2016-08-23,Pune,ST001,19.2,13.78,26.44,14.54,83
2016-08-24,Pune,ST001,17.72,11.27,23.65,10.9,80
2016-08-25,Pune,ST001,20.25,13.91,26.06,3.75,81
2016-08-26,Pune,ST001,16.97,10.78,22.66,2.34,83
