date,location,station,avg_temp,min_temp,max_temp,precipitation,humidity,year,month,day,month_name,season,temp_30d_avg,rain_30d_avg
2014-11-30,Pune,ST001,20.57,12.85,24.6,0.65,55,2014,11,30,November,Autumn,18.249,1.117
2014-12-01,Pune,ST001,18.57,13.03,25.17,2.06,41,2014,12,1,December,Winter,18.352666666666668,1.1566666666666667
2014-12-02,Pune,ST001,19.64,13.67,24.45,1.59,42,2014,12,2,December,Winter,18.268666666666665,1.2086666666666666
2014-12-03,Pune,ST001,18.71,11.13,26.27,0.01,63,2014,12,3,December,Winter,18.323333333333334,1.136
2014-12-04,Pune,ST001,22.95,15.73,30.39,0.64,54,2014,12,4,December,Winter,18.494666666666664,1.0796666666666668
2014-12-05,Pune,ST001,20.76,16.74,25.06,0.95,53,2014,12,5,December,Winter,18.55933333333333,1.0926666666666667
2014-12-06,Pune,ST001,25.02,19.74,29.44,0.33,62,2014,12,6,December,Winter,18.800333333333338,0.9860000000000001
2014-12-07,Pune,ST001,20.83,15.14,26.81,1.03,58,2014,12,7,December,Winter,18.778,1.0156666666666667
2014-12-08,Pune,ST001,19.53,14.61,25.96,2.0,60,2014,12,8,December,Winter,18.87966666666667,1.0216666666666667
2014-12-09,Pune,ST001,17.88,13.08,22.98,1.47,44,2014,12,9,December,Winter,18.863333333333337,1.069
2014-12-10,Pune,ST001,17.37,13.22,24.24,0.29,49,2014,12,10,December,Winter,18.896000000000004,0.9983333333333334
2014-12-11,Pune,ST001,17.98,11.41,24.36,4.12,45,2014,12,11,December,Winter,18.988333333333333,1.119
2014-12-12,Pune,ST001,22.19,17.14,27.49,0.66,47,2014,12,12,December,Winter,19.166,1.1173333333333335
2014-12-13,Pune,ST001,22.85,18.64,26.95,1.0,63,2014,12,13,December,Winter,19.320666666666668,1.1186666666666667
2014-12-14,Pune,ST001,18.38,13.46,25.38,1.9,62,2014,12,14,December,Winter,19.35166666666667,1.099
2014-12-15,Pune,ST001,23.96,16.75,28.82,0.79,63,2014,12,15,December,Winter,19.584999999999997,1.0923333333333334
2014-12-16,Pune,ST001,21.06,13.66,28.4,1.48,40,2014,12,16,December,Winter,19.770666666666667,1.1206666666666665
2014-12-17,Pune,ST001,22.58,16.65,28.26,1.22,61,2014,12,17,December,Winter,19.90666666666667,1.15
2014-12-18,Pune,ST001,25.94,20.27,32.25,4.09,58,2014,12,18,December,Winter,20.255666666666666,1.2726666666666666
2014-12-19,Pune,ST001,24.5,16.59,31.99,0.16,52,2014,12,19,December,Winter,20.387,1.2693333333333332
2014-12-20,Pune,ST001,22.07,17.27,29.53,2.15,61,2014,12,20,December,Winter,20.48366666666667,1.2546666666666666
2014-12-21,Pune,ST001,20.84,15.97,26.32,0.99,40,2014,12,21,December,Winter,20.648666666666664,1.2570000000000001
2014-12-22,Pune,ST001,18.2,13.03,23.03,0.17,52,2014,12,22,December,Winter,20.637999999999998,1.2353333333333334
2014-12-23,Pune,ST001,21.49,16.8,28.59,0.89,60,2014,12,23,December,Winter,20.766000000000002,1.244
2014-12-24,Pune,ST001,22.74,17.22,28.47,0.85,50,2014,12,24,December,Winter,20.853333333333335,1.2123333333333335
2014-12-25,Pune,ST001,21.17,13.53,25.94,0.79,50,2014,12,25,December,Winter,20.809666666666665,1.229
2014-12-26,Pune,ST001,23.19,16.73,30.81,1.57,48,2014,12,26,December,Winter,21.065333333333335,1.2526666666666668
2014-12-27,Pune,ST001,23.78,18.14,28.58,1.75,62,2014,12,27,December,Winter,21.191,1.1960000000000002
2014-12-28,Pune,ST001,23.26,15.52,27.36,0.56,49,2014,12,28,December,Winter,21.31566666666667,1.2089999999999999
2014-12-29,Pune,ST001,22.46,18.27,26.54,1.25,41,2014,12,29,December,Winter,21.349,1.2469999999999999
2014-12-30,Pune,ST001,24.4,19.56,30.89,1.9,63,2014,12,30,December,Winter,21.47666666666667,1.2886666666666666
2014-12-31,Pune,ST001,25.14,18.87,31.78,2.91,42,2014,12,31,December,Winter,21.695666666666668,1.317
2015-01-01,Pune,ST001,21.99,15.53,27.23,0.16,45,2015,1,1,January,Winter,21.774,1.2693333333333332
2015-01-02,Pune,ST001,27.63,23.47,32.91,3.67,58,2015,1,2,January,Winter,22.07133333333333,1.3913333333333333
2015-01-03,Pune,ST001,24.45,18.83,29.8,0.38,40,2015,1,3,January,Winter,22.121333333333336,1.3826666666666667
2015-01-04,Pune,ST001,24.84,18.24,31.56,0.07,43,2015,1,4,January,Winter,22.257333333333335,1.3533333333333333
2015-01-05,Pune,ST001,26.5,19.7,30.73,3.11,43,2015,1,5,January,Winter,22.306666666666665,1.4460000000000002
2015-01-06,Pune,ST001,25.59,19.03,33.3,1.55,56,2015,1,6,January,Winter,22.465333333333334,1.4633333333333334
2015-01-07,Pune,ST001,27.31,22.03,32.2,1.75,42,2015,1,7,January,Winter,22.724666666666664,1.4549999999999998
2015-01-08,Pune,ST001,25.98,21.61,33.98,0.81,54,2015,1,8,January,Winter,22.994666666666664,1.433
2015-01-09,Pune,ST001,24.14,18.43,28.82,1.01,43,2015,1,9,January,Winter,23.22033333333333,1.457
2015-01-10,Pune,ST001,26.41,21.9,33.5,0.84,62,2015,1,10,January,Winter,23.501333333333335,1.3476666666666666
2015-01-11,Pune,ST001,23.24,15.45,28.13,0.72,60,2015,1,11,January,Winter,23.536333333333335,1.3496666666666668
2015-01-12,Pune,ST001,26.13,20.23,30.45,2.86,58,2015,1,12,January,Winter,23.645666666666667,1.4116666666666666
2015-01-13,Pune,ST001,25.95,20.68,33.45,0.53,44,2015,1,13,January,Winter,23.898,1.366
2015-01-14,Pune,ST001,25.7,18.64,33.14,1.26,46,2015,1,14,January,Winter,23.956000000000003,1.3816666666666666
2015-01-15,Pune,ST001,26.01,20.02,31.62,0.15,57,2015,1,15,January,Winter,24.121,1.3373333333333333
2015-01-16,Pune,ST001,22.28,17.04,29.09,1.24,57,2015,1,16,January,Winter,24.110999999999997,1.338
2015-01-17,Pune,ST001,25.35,18.1,31.58,1.64,45,2015,1,17,January,Winter,24.091333333333335,1.2563333333333333
2015-01-18,Pune,ST001,26.89,19.42,34.3,0.42,50,2015,1,18,January,Winter,24.171,1.2650000000000001
2015-01-19,Pune,ST001,27.17,20.48,32.43,0.5,64,2015,1,19,January,Winter,24.340999999999998,1.2100000000000002
2015-01-20,Pune,ST001,24.69,20.5,30.78,0.77,50,2015,1,20,January,Winter,24.469333333333335,1.2026666666666666
2015-01-21,Pune,ST001,29.86,23.6,35.8,2.67,62,2015,1,21,January,Winter,24.858,1.286
2015-01-22,Pune,ST001,25.3,18.25,30.72,2.36,47,2015,1,22,January,Winter,24.985,1.335
2015-01-23,Pune,ST001,29.47,24.92,37.03,1.6,47,2015,1,23,January,Winter,25.209333333333333,1.3599999999999999
2015-01-24,Pune,ST001,28.4,23.48,33.06,0.19,58,2015,1,24,January,Winter,25.450333333333333,1.3399999999999999
2015-01-25,Pune,ST001,26.16,18.63,30.76,1.95,52,2015,1,25,January,Winter,25.549333333333333,1.3526666666666667
2015-01-26,Pune,ST001,31.62,27.54,37.92,1.52,48,2015,1,26,January,Winter,25.810666666666666,1.3449999999999998
2015-01-27,Pune,ST001,25.21,18.2,31.84,0.18,53,2015,1,27,January,Winter,25.875666666666667,1.3323333333333334
2015-01-28,Pune,ST001,29.98,24.08,34.76,1.42,60,2015,1,28,January,Winter,26.12633333333333,1.338
2015-01-29,Pune,ST001,30.28,24.49,35.84,1.86,63,2015,1,29,January,Winter,26.322333333333333,1.3366666666666664
2015-01-30,Pune,ST001,26.72,22.69,34.51,0.73,58,2015,1,30,January,Winter,26.375,1.264
2015-01-31,Pune,ST001,31.38,24.1,36.37,1.7,61,2015,1,31,January,Winter,26.688,1.3153333333333335
2015-02-01,Pune,ST001,27.88,22.45,34.56,1.28,53,2015,2,1,February,Winter,26.69633333333333,1.2356666666666667
2015-02-02,Pune,ST001,29.19,23.02,36.15,6.47,64,2015,2,2,February,Winter,26.854333333333333,1.4386666666666665
2015-02-03,Pune,ST001,29.24,22.53,35.03,1.21,59,2015,2,3,February,Winter,27.000999999999998,1.4766666666666666
2015-02-04,Pune,ST001,28.49,21.67,36.24,0.99,53,2015,2,4,February,Winter,27.067333333333334,1.406
2015-02-05,Pune,ST001,30.68,22.85,37.62,1.92,40,2015,2,5,February,Winter,27.237000000000002,1.4183333333333334
2015-02-06,Pune,ST001,30.75,24.63,36.58,0.53,44,2015,2,6,February,Winter,27.35166666666667,1.3776666666666666
2015-02-07,Pune,ST001,25.27,19.67,31.55,2.99,47,2015,2,7,February,Winter,27.328,1.4503333333333333
2015-02-08,Pune,ST001,32.09,24.28,38.86,0.79,59,2015,2,8,February,Winter,27.593000000000004,1.443
2015-02-09,Pune,ST001,25.67,19.1,32.04,0.49,60,2015,2,9,February,Winter,27.56833333333333,1.4313333333333333
2015-02-10,Pune,ST001,31.71,26.52,39.22,1.67,59,2015,2,10,February,Winter,27.850666666666665,1.463
2015-02-11,Pune,ST001,32.02,27.51,37.45,1.64,45,2015,2,11,February,Winter,28.047,1.4223333333333334
2015-02-12,Pune,ST001,27.24,19.87,32.44,1.39,44,2015,2,12,February,Winter,28.09,1.451
2015-02-13,Pune,ST001,28.84,23.39,33.69,0.12,56,2015,2,13,February,Winter,28.194666666666667,1.413
2015-02-14,Pune,ST001,27.41,20.77,31.56,0.52,51,2015,2,14,February,Winter,28.241333333333333,1.4253333333333336
2015-02-15,Pune,ST001,29.47,23.58,33.64,0.48,53,2015,2,15,February,Winter,28.481,1.4
2015-02-16,Pune,ST001,29.36,24.56,36.84,0.52,40,2015,2,16,February,Winter,28.61466666666667,1.3626666666666667
2015-02-17,Pune,ST001,31.85,25.44,38.56,2.97,54,2015,2,17,February,Winter,28.779999999999998,1.4476666666666667
2015-02-18,Pune,ST001,33.11,28.86,39.75,4.15,47,2015,2,18,February,Winter,28.978,1.5693333333333332
2015-02-19,Pune,ST001,33.38,27.73,39.84,0.48,40,2015,2,19,February,Winter,29.267666666666667,1.5596666666666665
2015-02-20,Pune,ST001,29.17,22.98,36.56,0.0,48,2015,2,20,February,Winter,29.244666666666667,1.4706666666666666
2015-02-21,Pune,ST001,30.03,24.28,35.95,0.74,59,2015,2,21,February,Winter,29.402333333333335,1.4166666666666667
2015-02-22,Pune,ST001,26.87,19.88,34.35,2.26,52,2015,2,22,February,Winter,29.31566666666667,1.4386666666666665
2015-02-23,Pune,ST001,28.88,21.57,34.32,0.87,44,2015,2,23,February,Winter,29.331666666666667,1.4613333333333334
2015-02-24,Pune,ST001,32.86,25.78,40.57,1.12,52,2015,2,24,February,Winter,29.555,1.4336666666666666
2015-02-25,Pune,ST001,34.37,30.22,41.17,1.6,48,2015,2,25,February,Winter,29.64666666666667,1.4363333333333335
2015-02-26,Pune,ST001,28.18,23.4,33.21,0.55,64,2015,2,26,February,Winter,29.74566666666667,1.4486666666666668
2015-02-27,Pune,ST001,29.67,23.52,35.92,1.08,47,2015,2,27,February,Winter,29.735333333333337,1.4373333333333336
2015-02-28,Pune,ST001,30.99,23.25,37.12,0.25,57,2015,2,28,February,Winter,29.759,1.3836666666666668
2015-03-01,Pune,ST001,31.73,24.39,36.29,0.97,47,2015,3,1,March,Summer,29.926,1.3916666666666666
2015-03-02,Pune,ST001,29.41,22.04,35.77,0.7,30,2015,3,2,March,Summer,29.860333333333337,1.3583333333333334
2015-03-03,Pune,ST001,32.19,26.97,37.45,0.54,46,2015,3,3,March,Summer,30.004,1.3336666666666666
2015-03-04,Pune,ST001,30.28,24.56,34.49,0.71,31,2015,3,4,March,Summer,30.04033333333333,1.1416666666666666
2015-03-05,Pune,ST001,31.35,25.47,39.15,0.05,45,2015,3,5,March,Summer,30.110666666666667,1.1030000000000002
2015-03-06,Pune,ST001,32.65,28.02,39.21,2.45,31,2015,3,6,March,Summer,30.249333333333333,1.1516666666666666
2015-03-07,Pune,ST001,31.52,27.39,39.03,0.1,35,2015,3,7,March,Summer,30.277333333333335,1.091
2015-03-08,Pune,ST001,30.6,22.81,37.3,0.45,35,2015,3,8,March,Summer,30.272333333333332,1.0883333333333336
2015-03-09,Pune,ST001,31.37,26.41,36.8,1.74,37,2015,3,9,March,Summer,30.475666666666665,1.0466666666666666
2015-03-10,Pune,ST001,31.47,26.51,37.52,2.06,51,2015,3,10,March,Summer,30.455,1.089
2015-03-11,Pune,ST001,30.9,26.57,37.61,1.02,41,2015,3,11,March,Summer,30.62933333333333,1.1066666666666665
2015-03-12,Pune,ST001,31.2,23.48,39.04,0.94,35,2015,3,12,March,Summer,30.612333333333332,1.0823333333333334
2015-03-13,Pune,ST001,35.33,29.01,40.34,0.52,33,2015,3,13,March,Summer,30.72266666666667,1.0450000000000002
2015-03-14,Pune,ST001,33.09,26.42,40.59,1.16,47,2015,3,14,March,Summer,30.917666666666666,1.0373333333333334
2015-03-15,Pune,ST001,31.25,23.6,38.94,0.94,34,2015,3,15,March,Summer,30.997999999999998,1.0646666666666667
2015-03-16,Pune,ST001,33.47,28.09,40.15,1.29,37,2015,3,16,March,Summer,31.2,1.0903333333333334
2015-03-17,Pune,ST001,31.24,24.75,38.96,1.55,32,2015,3,17,March,Summer,31.259,1.1260000000000001
2015-03-18,Pune,ST001,34.59,30.43,40.18,0.53,30,2015,3,18,March,Summer,31.433333333333334,1.1263333333333334
2015-03-19,Pune,ST001,32.85,28.11,40.67,0.57,37,2015,3,19,March,Summer,31.466666666666665,1.0463333333333333
2015-03-20,Pune,ST001,31.84,24.51,38.65,1.38,47,2015,3,20,March,Summer,31.424333333333333,0.9540000000000001
2015-03-21,Pune,ST001,33.08,26.02,37.25,0.07,37,2015,3,21,March,Summer,31.414333333333335,0.9403333333333334
2015-03-22,Pune,ST001,28.67,23.27,36.3,0.26,35,2015,3,22,March,Summer,31.397666666666666,0.949
2015-03-23,Pune,ST001,29.67,24.16,35.61,0.1,43,2015,3,23,March,Summer,31.385666666666665,0.9276666666666668
2015-03-24,Pune,ST001,29.54,23.41,35.38,0.37,33,2015,3,24,March,Summer,31.474666666666668,0.8646666666666667
2015-03-25,Pune,ST001,32.5,28.5,38.77,1.8,42,2015,3,25,March,Summer,31.595333333333333,0.8956666666666667
2015-03-26,Pune,ST001,36.01,31.05,40.61,0.05,38,2015,3,26,March,Summer,31.700333333333333,0.86
2015-03-27,Pune,ST001,37.13,32.29,43.0,1.28,45,2015,3,27,March,Summer,31.792333333333332,0.8493333333333334
2015-03-28,Pune,ST001,33.63,28.63,40.96,0.38,48,2015,3,28,March,Summer,31.974,0.8436666666666667
2015-03-29,Pune,ST001,33.34,26.12,37.4,0.02,53,2015,3,29,March,Summer,32.096333333333334,0.8083333333333333
2015-03-30,Pune,ST001,28.28,23.16,33.37,2.27,52,2015,3,30,March,Summer,32.006,0.8756666666666667
2015-03-31,Pune,ST001,31.05,26.29,35.06,0.36,35,2015,3,31,March,Summer,31.983333333333334,0.8553333333333334
2015-04-01,Pune,ST001,30.52,24.5,36.18,0.38,53,2015,4,1,April,Summer,32.02033333333333,0.8446666666666667
2015-04-02,Pune,ST001,30.88,23.42,37.8,0.11,46,2015,4,2,April,Summer,31.97666666666667,0.8303333333333334
2015-04-03,Pune,ST001,31.88,26.91,39.07,0.01,42,2015,4,3,April,Summer,32.03,0.807
2015-04-04,Pune,ST001,31.2,26.89,38.98,1.51,51,2015,4,4,April,Summer,32.025,0.8556666666666667
2015-04-05,Pune,ST001,27.88,22.45,34.31,1.4,42,2015,4,5,April,Summer,31.866,0.8206666666666665
2015-04-06,Pune,ST001,33.87,26.88,38.89,1.67,34,2015,4,6,April,Summer,31.94433333333333,0.873
2015-04-07,Pune,ST001,29.85,23.65,37.55,1.13,33,2015,4,7,April,Summer,31.919333333333334,0.8956666666666666
2015-04-08,Pune,ST001,32.72,25.46,39.82,0.58,49,2015,4,8,April,Summer,31.964333333333336,0.857
2015-04-09,Pune,ST001,36.74,28.9,43.04,3.4,42,2015,4,9,April,Summer,32.14,0.9016666666666667
2015-04-10,Pune,ST001,30.14,22.97,36.92,0.23,37,2015,4,10,April,Summer,32.11466666666667,0.8753333333333334
2015-04-11,Pune,ST001,26.57,20.16,34.27,0.15,54,2015,4,11,April,Summer,31.96033333333333,0.849
2015-04-12,Pune,ST001,31.49,25.51,38.34,2.59,33,2015,4,12,April,Summer,31.832333333333334,0.9179999999999999
2015-04-13,Pune,ST001,34.51,30.35,39.98,1.17,51,2015,4,13,April,Summer,31.879666666666665,0.9183333333333333
2015-04-14,Pune,ST001,36.37,28.43,43.22,0.56,39,2015,4,14,April,Summer,32.050333333333334,0.9056666666666666
2015-04-15,Pune,ST001,29.32,23.79,33.49,0.32,45,2015,4,15,April,Summer,31.912,0.8733333333333333
2015-04-16,Pune,ST001,33.09,28.48,38.63,1.32,35,2015,4,16,April,Summer,31.973666666666666,0.8656666666666666
2015-04-17,Pune,ST001,30.94,24.27,36.56,1.59,41,2015,4,17,April,Summer,31.851999999999997,0.9009999999999999
2015-04-18,Pune,ST001,31.69,26.55,36.36,0.11,44,2015,4,18,April,Summer,31.813333333333336,0.8856666666666667
2015-04-19,Pune,ST001,37.7,31.36,41.79,0.23,44,2015,4,19,April,Summer,32.00866666666666,0.8473333333333333
2015-04-20,Pune,ST001,28.53,22.19,33.07,0.91,50,2015,4,20,April,Summer,31.857000000000003,0.8753333333333333
2015-04-21,Pune,ST001,32.35,26.57,38.97,0.07,32,2015,4,21,April,Summer,31.979666666666667,0.869
2015-04-22,Pune,ST001,32.78,25.43,39.99,0.83,36,2015,4,22,April,Summer,32.083333333333336,0.8933333333333333
2015-04-23,Pune,ST001,34.09,29.03,42.04,0.14,30,2015,4,23,April,Summer,32.235,0.8856666666666666
2015-04-24,Pune,ST001,31.86,26.07,37.25,1.31,44,2015,4,24,April,Summer,32.21366666666667,0.8693333333333334
2015-04-25,Pune,ST001,32.27,26.12,38.67,0.85,43,2015,4,25,April,Summer,32.089,0.896
2015-04-26,Pune,ST001,30.68,24.02,38.43,1.0,52,2015,4,26,April,Summer,31.874000000000002,0.8866666666666666
2015-04-27,Pune,ST001,32.07,24.94,36.74,1.42,41,2015,4,27,April,Summer,31.822,0.9213333333333333
2015-04-28,Pune,ST001,30.67,25.09,37.54,3.53,33,2015,4,28,April,Summer,31.733,1.0383333333333333
2015-04-29,Pune,ST001,32.73,26.14,39.75,0.12,32,2015,4,29,April,Summer,31.881333333333334,0.9666666666666667
2015-04-30,Pune,ST001,30.48,25.88,34.84,4.63,34,2015,4,30,April,Summer,31.862333333333332,1.1089999999999998
2015-05-01,Pune,ST001,32.06,24.33,39.5,0.44,38,2015,5,1,May,Summer,31.913666666666664,1.1110000000000002
2015-05-02,Pune,ST001,31.1,25.56,38.35,0.39,38,2015,5,2,May,Summer,31.921,1.1203333333333334
2015-05-03,Pune,ST001,33.57,26.65,37.7,0.45,32,2015,5,3,May,Summer,31.97733333333333,1.135
2015-05-04,Pune,ST001,30.91,26.82,35.27,0.8,50,2015,5,4,May,Summer,31.96766666666667,1.1113333333333335
2015-05-05,Pune,ST001,27.04,22.22,31.24,0.24,47,2015,5,5,May,Summer,31.939666666666668,1.0726666666666667
2015-05-06,Pune,ST001,33.64,27.7,38.98,1.1,47,2015,5,6,May,Summer,31.932000000000002,1.0536666666666668
2015-05-07,Pune,ST001,28.8,21.28,34.83,0.85,38,2015,5,7,May,Summer,31.897000000000002,1.0443333333333333
2015-05-08,Pune,ST001,29.27,23.16,35.4,0.18,54,2015,5,8,May,Summer,31.782,1.031
2015-05-09,Pune,ST001,29.32,21.6,34.39,0.26,36,2015,5,9,May,Summer,31.534666666666666,0.9263333333333333
2015-05-10,Pune,ST001,33.57,27.63,41.21,0.1,35,2015,5,10,May,Summer,31.649,0.922
2015-05-11,Pune,ST001,25.76,19.8,31.23,0.16,48,2015,5,11,May,Summer,31.622000000000003,0.9223333333333333
2015-05-12,Pune,ST001,37.27,32.79,41.45,1.11,54,2015,5,12,May,Summer,31.814666666666668,0.873
2015-05-13,Pune,ST001,32.6,25.39,37.8,0.1,50,2015,5,13,May,Summer,31.751,0.8373333333333334
2015-05-14,Pune,ST001,30.68,25.69,36.8,0.19,42,2015,5,14,May,Summer,31.561333333333334,0.825
2015-05-15,Pune,ST001,29.97,22.38,35.61,1.32,36,2015,5,15,May,Summer,31.583000000000002,0.8583333333333333
2015-05-16,Pune,ST001,30.63,22.99,35.72,0.16,34,2015,5,16,May,Summer,31.500999999999998,0.8196666666666667
2015-05-17,Pune,ST001,31.05,23.28,35.58,0.25,45,2015,5,17,May,Summer,31.50466666666667,0.775
2015-05-18,Pune,ST001,31.23,25.14,38.5,0.89,52,2015,5,18,May,Summer,31.48933333333333,0.801
2015-05-19,Pune,ST001,30.93,24.22,38.91,1.17,32,2015,5,19,May,Summer,31.26366666666667,0.8323333333333334
2015-05-20,Pune,ST001,29.8,22.69,35.12,47.41318785778685,33,2015,5,20,May,Summer,31.305999999999997,2.382439595259562
2015-05-21,Pune,ST001,29.07,24.54,34.59,0.18,42,2015,5,21,May,Summer,31.19666666666667,2.3861062619262285
2015-05-22,Pune,ST001,29.06,22.66,35.54,0.44,38,2015,5,22,May,Summer,31.072666666666667,2.3731062619262286
2015-05-23,Pune,ST001,28.86,24.72,35.74,0.21,42,2015,5,23,May,Summer,30.898333333333333,2.3754395952595617
2015-05-24,Pune,ST001,31.68,25.69,37.25,0.1,30,2015,5,24,May,Summer,30.892333333333337,2.335106261926229
2015-05-25,Pune,ST001,30.38,25.76,38.0,1.69,47,2015,5,25,May,Summer,30.829333333333338,2.3631062619262284
2015-05-26,Pune,ST001,22.49,17.76,28.73,0.1,52,2015,5,26,May,Summer,30.556333333333335,2.333106261926228
2015-05-27,Pune,ST001,30.29,24.83,36.1,0.07,38,2015,5,27,May,Summer,30.497000000000003,2.2881062619262287
2015-05-28,Pune,ST001,29.17,23.44,35.75,3.13,36,2015,5,28,May,Summer,30.447,2.274772928592895
2015-05-29,Pune,ST001,28.58,22.09,36.39,1.11,31,2015,5,29,May,Summer,30.308666666666667,2.3077729285928954
2015-05-30,Pune,ST001,27.65,23.36,34.83,1.78,47,2015,5,30,May,Summer,30.214333333333336,2.212772928592895
2015-05-31,Pune,ST001,30.86,24.85,35.02,67.02083329163497,41,2015,5,31,May,Summer,30.174333333333333,4.432134038314061
2015-06-01,Pune,ST001,30.36,25.63,35.69,10.13,80,2015,6,1,June,Monsoon,30.14966666666667,4.756800704980728
2015-06-02,Pune,ST001,26.45,20.16,32.33,4.82,94,2015,6,2,June,Monsoon,29.912333333333333,4.902467371647393
2015-06-03,Pune,ST001,28.93,22.38,34.19,2.1,74,2015,6,3,June,Monsoon,29.846333333333334,4.945800704980728
2015-06-04,Pune,ST001,25.77,19.55,32.57,20.28,89,2015,6,4,June,Monsoon,29.804,5.613800704980728
2015-06-05,Pune,ST001,24.75,17.8,32.06,10.18,79,2015,6,5,June,Monsoon,29.50766666666667,5.916467371647395
2015-06-06,Pune,ST001,26.28,20.94,33.21,4.01,74,2015,6,6,June,Monsoon,29.423666666666666,6.021800704980729
2015-06-07,Pune,ST001,29.44,22.38,37.39,11.34,72,2015,6,7,June,Monsoon,29.429333333333332,6.393800704980729
2015-06-08,Pune,ST001,29.51,23.78,34.6,17.12,88,2015,6,8,June,Monsoon,29.43566666666667,6.955800704980728
2015-06-09,Pune,ST001,28.41,22.48,35.91,17.95,71,2015,6,9,June,Monsoon,29.263666666666666,7.550800704980728
2015-06-10,Pune,ST001,28.75,22.16,35.82,6.55,75,2015,6,10,June,Monsoon,29.363333333333333,7.763800704980727
2015-06-11,Pune,ST001,28.16,24.09,33.61,7.41,73,2015,6,11,June,Monsoon,29.059666666666665,7.973800704980729
2015-06-12,Pune,ST001,25.49,18.87,32.43,7.71,90,2015,6,12,June,Monsoon,28.822666666666667,8.227467371647395
2015-06-13,Pune,ST001,27.72,21.25,32.14,9.58,93,2015,6,13,June,Monsoon,28.724,8.540467371647393
2015-06-14,Pune,ST001,28.4,23.16,35.56,18.29,76,2015,6,14,June,Monsoon,28.671666666666667,9.10613403831406
2015-06-15,Pune,ST001,28.17,23.82,34.3,7.84,76,2015,6,15,June,Monsoon,28.58966666666667,9.362134038314059
2015-06-16,Pune,ST001,28.99,24.63,34.16,11.57,91,2015,6,16,June,Monsoon,28.521,9.739467371647395
2015-06-17,Pune,ST001,27.8,20.11,34.42,5.42,75,2015,6,17,June,Monsoon,28.40666666666667,9.890467371647393
2015-06-18,Pune,ST001,26.88,20.12,33.45,7.2,79,2015,6,18,June,Monsoon,28.271666666666665,10.091467371647395
2015-06-19,Pune,ST001,28.33,23.82,33.17,7.74,91,2015,6,19,June,Monsoon,28.22266666666667,8.769027776387833
2015-06-20,Pune,ST001,25.78,20.35,29.9,4.44,80,2015,6,20,June,Monsoon,28.113,8.911027776387833
2015-06-21,Pune,ST001,23.76,17.39,29.5,16.41,77,2015,6,21,June,Monsoon,27.936333333333334,9.443361109721165
2015-06-22,Pune,ST001,25.21,17.87,31.49,20.48,94,2015,6,22,June,Monsoon,27.814666666666668,10.119027776387833
2015-06-23,Pune,ST001,23.79,19.62,31.3,6.23,75,2015,6,23,June,Monsoon,27.551666666666666,10.323361109721166
2015-06-24,Pune,ST001,23.81,18.86,31.52,3.28,86,2015,6,24,June,Monsoon,27.332666666666665,10.376361109721165
2015-06-25,Pune,ST001,24.84,17.28,30.96,4.73,84,2015,6,25,June,Monsoon,27.410999999999998,10.530694443054498
2015-06-26,Pune,ST001,23.28,19.24,30.29,3.41,94,2015,6,26,June,Monsoon,27.17733333333333,10.642027776387833
2015-06-27,Pune,ST001,24.21,19.4,29.97,10.91,81,2015,6,27,June,Monsoon,27.012,10.901361109721165
2015-06-28,Pune,ST001,20.58,12.75,27.57,22.31,86,2015,6,28,June,Monsoon,26.745333333333335,11.608027776387834
2015-06-29,Pune,ST001,25.08,18.63,29.9,10.75,92,2015,6,29,June,Monsoon,26.659666666666666,11.907027776387832
2015-06-30,Pune,ST001,24.48,19.43,29.96,6.03,82,2015,6,30,June,Monsoon,26.447,9.874
2015-07-01,Pune,ST001,22.54,18.27,29.08,3.14,85,2015,7,1,July,Monsoon,26.18633333333333,9.641
2015-07-02,Pune,ST001,25.65,21.54,29.72,12.58,78,2015,7,2,July,Monsoon,26.15966666666667,9.899666666666667
2015-07-03,Pune,ST001,26.12,21.14,33.01,13.29,82,2015,7,3,July,Monsoon,26.066,10.272666666666668
2015-07-04,Pune,ST001,20.39,12.86,27.73,4.33,82,2015,7,4,July,Monsoon,25.886666666666667,9.741000000000001
2015-07-05,Pune,ST001,22.11,16.44,27.7,4.32,75,2015,7,5,July,Monsoon,25.79866666666667,9.545666666666667
2015-07-06,Pune,ST001,21.96,15.08,27.75,16.55,82,2015,7,6,July,Monsoon,25.654666666666667,9.963666666666667
2015-07-07,Pune,ST001,21.44,13.77,28.85,19.41,82,2015,7,7,July,Monsoon,25.387999999999998,10.232666666666667
2015-07-08,Pune,ST001,25.2,19.57,32.3,27.28,86,2015,7,8,July,Monsoon,25.24433333333333,10.571333333333333
2015-07-09,Pune,ST001,22.81,18.05,27.96,7.42,94,2015,7,9,July,Monsoon,25.057666666666666,10.220333333333334
2015-07-10,Pune,ST001,22.52,16.45,27.82,3.52,93,2015,7,10,July,Monsoon,24.85,10.119333333333334
2015-07-11,Pune,ST001,18.56,10.92,25.27,3.22,79,2015,7,11,July,Monsoon,24.530000000000005,9.979666666666668
2015-07-12,Pune,ST001,24.23,17.01,30.48,11.99,84,2015,7,12,July,Monsoon,24.488,10.122333333333332
2015-07-13,Pune,ST001,19.97,15.7,24.62,9.6,84,2015,7,13,July,Monsoon,24.229666666666667,10.123
2015-07-14,Pune,ST001,22.69,15.92,27.93,23.57,81,2015,7,14,July,Monsoon,24.039333333333335,10.299
